Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,0,
"Knoxville-Knox County Community Action Committee, dba: Knox County CAC Transit",Knoxville,TN,4171,40171,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"558,696",25,DR, DO , 25 ,,0,,"145,261",,0,,0,,0,,0,,0,,0,,,0,,"1,031,377",,0,,0,,0,,0,,0,,,,,7.10,,,,,,,,,,,,No,,,,
New York City Economic Development Corporation,New York,NY,,22930,Private-Non-Profit Corporation,Full Reporter,"18,351,295",25,FB, PT , 21 ,,"2,858,713",,0,,0,,0,,0,,0,,0,,0,,,"801,721",,0,,0,,0,,0,,0,,0,,,0.28,,,,,,,,,,,,,,No,,,,
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,1045,10045,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"924,859",25,CB, PT , 20 ,,"210,106",,0,,0,,0,,0,,0,,0,,0,,,"986,596",,0,,0,,0,,0,,0,,0,,,4.70,,,,,,,,,,,,,,No,,,,
"City of Montgomery, dba: The M (Montgomery Area Transit System)",Montgomery,AL,4044,40044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"263,907",25,MB, DO , 19 ,,"67,142",,"93,606",,0,,0,,0,,0,,0,,0,,,"422,212",,"304,371",,0,,0,,0,,0,,0,,,6.29,,3.25,,,,,,,,,,,,No,,,,
Northwest Alabama Council of Local Governments,Muscle Shoals,AL,4068,40068,"MPO, COG or Other Planning Agency",Full Reporter,"77,074",25,DR, DO , 18 ,,270,,"48,285",,0,,0,,0,,0,,0,,0,,,"1,516",,"324,808",,0,,0,,0,,0,,0,,,5.61,,6.73,,,,,,,,,,,,No,,,,
City of Santa Rosa,Santa Rosa,CA,9017,90017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231",25,MB, DO , 17 ,,"143,907",,0,,0,,0,,0,,0,,0,,0,,,"660,985",,0,,0,,0,,0,,0,,0,,,4.59,,,,,,,,,,,,,,No,,,,
"City of Pueblo, dba: Pueblo Transit",Pueblo,CO,8007,80007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"136,550",25,MB, DO , 14 ,,"134,236",,0,,0,,0,,0,,0,,0,,0,,,"540,720",,0,,0,,0,,0,,0,,0,,,4.03,,,,,,,,,,,,,,No,,,,
"City of Pueblo, dba: Pueblo Transit",Pueblo,CO,8007,80007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"136,550",25,DR, PT , 11 ,,0,,"29,280",,0,,0,,0,,0,,0,,0,,,0,,"254,653",,0,,0,,0,,0,,0,,,,,8.70,,,,,,,,,,,,No,,,,
City of Santa Rosa,Santa Rosa,CA,9017,90017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231",25,MB, PT , 1 ,,0,,"3,053",,0,,0,,0,,0,,0,,0,,,0,,"18,310",,0,,0,,0,,0,,0,,,,,6.00,,,,,,,,,,,,No,,,,
Solano County Transit,Vallejo,CA,9232,90232,Independent Public Agency or Authority of Transit Service,Full Reporter,"165,074",24,CB, PT , 8 ,,0,,0,,0,,"184,319",,0,,0,,0,,0,,,0,,0,,0,,"740,122",,0,,0,,0,,,,,,,,,4.02,,,,,,,,No,,,,
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"217,585",24,DR, DO , 8 ,,0,,"21,285",,0,,0,,0,,0,,0,,0,,,0,,"129,024",,0,,0,,0,,0,,0,,,,,6.06,,,,,,,,,,,,No,,,,
"City of Decatur, Il, dba: Decatur Public Transit System",Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"93,863",24,DR, PT , 5 ,,0,,"15,469",,0,,0,,0,,0,,0,,0,,,0,,"82,978",,0,,0,,0,,0,,0,,,,,5.36,,,,,,,,,,,,No,,,,
Western Contra Costa Transit Authority,Pinole,CA,9159,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",24,DR, PT , 5 ,,0,,"15,210",,0,,0,,0,,0,,0,,0,,,0,,"140,347",,0,,0,,0,,0,,0,,,,,9.23,,,,,,,,,,,,No,,,,
Solano County Transit,Vallejo,CA,9232,90232,Independent Public Agency or Authority of Transit Service,Full Reporter,"165,074",24,DR, PT , 4 ,,0,,"13,755",,0,,"4,000",,0,,0,,0,,0,,,0,,"98,397",,0,,"26,853",,0,,0,,0,,,,,7.15,,,,6.71,,,,,,,,No,,,,
Western Contra Costa Transit Authority,Pinole,CA,9159,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",24,CB, PT , 4 ,,"70,849",,0,,0,,0,,0,,0,,0,,0,,,"425,591",,0,,0,,0,,0,,0,,0,,,6.01,,,,,,,,,,,,,,No,,,,
Suburban Transit Corporation,New Brunswick,NJ,2128,20128,Private-For-Profit Corporation,Full Reporter,"18,351,295",24,CB, DO , 24 ,,"162,789",,0,,0,,0,,0,,0,,0,,0,,,"905,107",,0,,0,,0,,0,,0,,0,,,5.56,,,,,,,,,,,,,,No,,,,
"City of Decatur, Il, dba: Decatur Public Transit System",Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"93,863",24,MB, PT , 19 ,,0,,0,,0,,0,,"179,659",,0,,0,,0,,,"906,515",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"217,585",24,MB, DO , 16 ,,"169,997",,"4,097",,0,,0,,0,,0,,0,,0,,,"729,557",,"29,339",,0,,0,,0,,0,,0,,,4.29,,7.16,,,,,,,,,,,,No,,,,
Western Contra Costa Transit Authority,Pinole,CA,9159,90159,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",24,MB, PT , 15 ,,"196,935",,0,,0,,0,,0,,0,,0,,0,,,"829,800",,0,,0,,0,,0,,0,,0,,,4.21,,,,,,,,,,,,,,No,,,,
Solano County Transit,Vallejo,CA,9232,90232,Independent Public Agency or Authority of Transit Service,Full Reporter,"165,074",24,MB, PT , 12 ,,"92,842",,0,,0,,"2,236",,0,,0,,0,,"8,235",,,"463,819",,0,,0,,"9,114",,0,,0,,"29,220",,,5.00,,,,,,4.08,,,,,,3.55,,No,,,,
Macatawa Area Express Transportation Authority,Holland,MI,5184,50184,Independent Public Agency or Authority of Transit Service,Full Reporter,"99,941",23,MB, DO , 8 ,,"10,836",,"20,740",,0,,0,,0,,0,,0,,0,,,0,,"26,009",,0,,0,,0,,0,,0,,,0.00,,1.25,,,,,,,,,,,,No,,,,
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689",23,DR, DO , 6 ,,0,,"23,532",,0,,0,,0,,0,,0,,0,,,0,,"209,371",,0,,0,,0,,0,,0,,,,,8.90,,,,,,,,,,,,No,,,,
"LINK Hendricks County, dba: Hendricks and Morgan County Connect",Danville,IN,5R02-008,50342,Private-Non-Profit Corporation,Full Reporter,"1,487,483",23,DR, DO , 23 ,,0,,"37,637",,0,,0,,0,,0,,0,,0,,,0,,"417,773",,0,,0,,0,,0,,0,,,,,11.10,,,,,,,,,,,,No,,,,
"Central Florida Commuter Rail, dba: SunRail",Tallahassee,FL,4232,40232,State Government Unit or Department of Transportation,Full Reporter,"1,510,516",23,CR, PT , 23 ,,"1,037,525",,0,,0,,0,,0,,0,,0,,0,,,"503,930",,0,,0,,0,,0,,0,,0,,,0.49,,,,,,,,,,,,,,No,,,,
Kentuckiana Regional Planning and Development Agency,Louisville,KY,4196,40196,"MPO, COG or Other Planning Agency",Full Reporter,"972,546",23,VP, DO , 23 ,,0,,"20,111",,0,,0,,0,,0,,0,,0,,,0,,"263,572",,0,,0,,"61,709",,0,,0,,,,,13.11,,,,,,,,,,,,No,,,,
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689",23,MB, DO , 17 ,,"134,295",,"4,887",,0,,0,,0,,0,,0,,0,,,"838,441",,"35,120",,0,,0,,0,,0,,0,,,6.24,,7.19,,,,,,,,,,,,No,,,,
Macatawa Area Express Transportation Authority,Holland,MI,5184,50184,Independent Public Agency or Authority of Transit Service,Full Reporter,"99,941",23,DR, DO , 15 ,,"19,331",,"36,998",,0,,0,,0,,0,,0,,0,,,26,,"1,168,967",,0,,0,,0,,0,,0,,,0.00,,31.60,,,,,,,,,,,,No,,,,
Great Falls Transit District,Great Falls,MT,8012,80012,Independent Public Agency or Authority of Transit Service,Full Reporter,"65,207",22,DR, DO , 9 ,,0,,"14,064",,0,,0,,0,,0,,0,,0,,,0,,"203,775",,0,,0,,0,,0,,0,,,,,14.49,,,,,,,,,,,,No,,,,
Cooperative Alliance for Seacoast Transportation,Dover,NH,1086,10086,Independent Public Agency or Authority of Transit Service,Full Reporter,"88,087",22,DR, DO , 9 ,,0,,"28,978",,0,,0,,0,,0,,0,,0,,,0,,"642,393",,0,,0,,0,,0,,0,,,,,22.17,,,,,,,,,,,,No,,,,
Greater Lynchburg Transit Company,Lynchburg,VA,3008,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,636",22,DR, DO , 6 ,,0,,"26,702",,0,,0,,0,,0,,0,,0,,,0,,"161,128",,0,,0,,0,,0,,0,,,,,6.03,,,,,,,,,,,,No,,,,
Greenville Transit Authority,Greenville,SC,4053,40053,Independent Public Agency or Authority of Transit Service,Full Reporter,"400,492",22,DR, DO , 5 ,,0,,"12,773",,0,,0,,0,,0,,0,,0,,,0,,"68,493",,0,,0,,0,,0,,0,,,,,5.36,,,,,,,,,,,,No,,,,
Southeast Area Transit District,Preston,CT,1040,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,190",22,DR, PT , 4 ,,0,,"7,758",,0,,0,,0,,0,,0,,0,,,0,,"75,636",,0,,0,,0,,0,,0,,,,,9.75,,,,,,,,,,,,No,,,,
Gary Public Transportation Corporation,Gary,IN,5045,50045,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",22,DR, DO , 4 ,,0,,"27,071",,0,,0,,0,,0,,0,,0,,,0,,"432,248",,0,,0,,0,,0,,0,,,,,15.97,,,,,,,,,,,,No,,,,
"City of Springfield, dba: City Utilities of Springfield, MO",Springfield,MO,7003,70003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"273,724",22,DR, DO , 4 ,,0,,"18,117",,0,,0,,0,,0,,0,,0,,,0,,"129,258",,0,,0,,0,,0,,0,,,,,7.13,,,,,,,,,,,,No,,,,
City of Baltimore,Baltimore,MD,,30201,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,203,663",22,FB, PT , 3 ,,"7,964",,0,,0,,0,,0,,0,,0,,0,,,"21,559",,0,,0,,0,,0,,0,,0,,,2.71,,,,,,,,,,,,,,No,,,,
Mid Mon Valley Transit Authority,Charleroi,PA,3061,30061,Independent Public Agency or Authority of Transit Service,Full Reporter,"66,086",22,MB, PT , 22 ,,"45,398",,0,,0,,"162,651",,0,,0,,0,,0,,,"212,698",,0,,0,,"637,508",,0,,0,,0,,,4.69,,,,,,3.92,,,,,,,,No,,,,
Altamont Corridor Express,Stockton,CA,9182,90182,Independent Public Agency or Authority of Transit Service,Full Reporter,"370,583",22,CR, PT , 22 ,,"393,251",,0,,0,,0,,0,,0,,0,,0,,,"147,679",,0,,0,,0,,0,,0,,0,,,0.38,,,,,,,,,,,,,,No,,,,
City of Baltimore,Baltimore,MD,,30201,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,203,663",22,MB, PT , 19 ,,"132,998",,0,,0,,0,,0,,0,,0,,0,,,"425,903",,0,,0,,0,,0,,0,,0,,,3.20,,,,,,,,,,,,,,No,,,,
"City of Springfield, dba: City Utilities of Springfield, MO",Springfield,MO,7003,70003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"273,724",22,MB, DO , 18 ,,"215,802",,0,,0,,0,,0,,0,,0,,0,,,"1,095,941",,0,,0,,0,,0,,0,,0,,,5.08,,,,,,,,,,,,,,No,,,,
Gary Public Transportation Corporation,Gary,IN,5045,50045,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",22,MB, DO , 18 ,,"179,274",,"11,464",,0,,0,,0,,0,,0,,0,,,"757,808",,0,,0,,0,,0,,0,,0,,,4.23,,0.00,,,,,,,,,,,,No,,,,
Southeast Area Transit District,Preston,CT,1040,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,190",22,MB, DO , 18 ,,"189,501",,"4,983",,0,,0,,0,,0,,0,,0,,,"989,468",,"56,313",,0,,0,,0,,0,,0,,,5.22,,11.30,,,,,,,,,,,,No,,,,
Greenville Transit Authority,Greenville,SC,4053,40053,Independent Public Agency or Authority of Transit Service,Full Reporter,"400,492",22,MB, DO , 17 ,,"160,235",,"13,815",,0,,0,,0,,0,,0,,"224,712",,,"738,214",,"80,205",,0,,0,,0,,0,,"117,537",,,4.61,,5.81,,,,,,,,,,0.52,,No,,,,
Greater Lynchburg Transit Company,Lynchburg,VA,3008,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,636",22,MB, DO , 16 ,,"200,131",,0,,0,,0,,0,,0,,0,,0,,,"929,349",,0,,0,,0,,0,,0,,0,,,4.64,,,,,,,,,,,,,,No,,,,
Great Falls Transit District,Great Falls,MT,8012,80012,Independent Public Agency or Authority of Transit Service,Full Reporter,"65,207",22,MB, DO , 13 ,,"92,717",,0,,0,,0,,0,,0,,0,,0,,,"467,544",,0,,0,,0,,0,,0,,0,,,5.04,,,,,,,,,,,,,,No,,,,
Cooperative Alliance for Seacoast Transportation,Dover,NH,1086,10086,Independent Public Agency or Authority of Transit Service,Full Reporter,"88,087",22,MB, DO , 13 ,,"68,691",,"19,382",,0,,0,,"68,691",,0,,0,,0,,,"773,057",,0,,0,,0,,0,,0,,0,,,11.25,,0.00,,,,,,,,,,,,No,,,,
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270",22,MB, DO , 12 ,,"55,326",,"11,942",,0,,0,,0,,0,,0,,0,,,"308,073",,"107,152",,0,,0,,0,,0,,0,,,5.57,,8.97,,,,,,,,,,,,No,,,,
County of Lebanon Transit Authority,Lebanon,PA,3095,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,"77,086",22,MB, DO , 11 ,,"58,730",,0,,0,,"35,528",,0,,0,,0,,0,,,"285,815",,0,,0,,"155,702",,0,,0,,0,,,4.87,,,,,,4.38,,,,,,,,No,,,,
County of Lebanon Transit Authority,Lebanon,PA,3095,30095,Independent Public Agency or Authority of Transit Service,Full Reporter,"77,086",22,DR, DO , 11 ,,0,,"30,170",,0,,0,,0,,0,,0,,0,,,0,,"225,184",,0,,0,,0,,0,,0,,,,,7.46,,,,,,,,,,,,No,,,,
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270",22,DR, DO , 10 ,,0,,"18,866",,0,,0,,0,,0,,0,,0,,,0,,"212,286",,0,,0,,0,,0,,0,,,,,11.25,,,,,,,,,,,,No,,,,
Redding Area Bus Authority,Redding,CA,9093,90093,Independent Public Agency or Authority of Transit Service,Full Reporter,"117,731",21,DR, PT , 8 ,,0,,"26,566",,0,,0,,0,,0,,0,,0,,,0,,"179,888",,0,,0,,0,,0,,0,,,,,6.77,,,,,,,,,,,,No,,,,
Medina County Public Transit,Medina,OH,5198,50198,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,780,673",21,MB, DO , 7 ,,0,,"21,570",,0,,0,,0,,0,,0,,0,,,0,,"253,479",,0,,0,,0,,0,,0,,,,,11.75,,,,,,,,,,,,No,,,,
Medina County Public Transit,Medina,OH,5198,50198,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,780,673",21,DR, TX , 3 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
"City of Redondo Beach, dba: Beach Cities Transit",Redondo Beach,CA,9214,90214,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",21,DR, PT , 3 ,,0,,0,,0,,"7,128",,0,,0,,0,,0,,,0,,0,,0,,"35,544",,0,,0,,0,,,,,,,,,4.99,,,,,,,,No,,,,
"City of Iowa City, dba: Iowa City Transit",Iowa City,IA,7018,70018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"106,621",21,MB, DO , 21 ,,"170,152",,0,,0,,0,,0,,0,,0,,0,,,"719,018",,0,,0,,0,,0,,0,,0,,,4.23,,,,,,,,,,,,,,No,,,,
Northern New England Passenger Rail Authority,Portland,ME,1115,10115,Independent Public Agency or Authority of Transit Service,Full Reporter,"203,914",21,CR, PT , 21 ,,"733,744",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,,
"University of California, Davis, dba: ASUCD-Unitrans",Davis,CA,9142,90142,University,Full Reporter,"72,794",21,MB, DO , 21 ,,0,,"1,492",,0,,"177,172",,"16,511",,0,,0,,0,,,"51,654",,"7,030",,0,,"642,912",,0,,0,,0,,,,,4.71,,,,3.63,,,,,,,,No,,,,
"City of Redondo Beach, dba: Beach Cities Transit",Redondo Beach,CA,9214,90214,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",21,MB, PT , 18 ,,0,,0,,0,,"120,489",,0,,0,,0,,0,,,0,,0,,0,,"422,612",,0,,0,,0,,,,,,,,,3.51,,,,,,,,No,,,,
Redding Area Bus Authority,Redding,CA,9093,90093,Independent Public Agency or Authority of Transit Service,Full Reporter,"117,731",21,MB, PT , 13 ,,"99,288",,"9,682",,0,,0,,0,,0,,0,,"41,945",,,"615,471",,"87,975",,0,,0,,0,,0,,"22,513",,,6.20,,9.09,,,,,,,,,,0.54,,No,,,,
Medina County Public Transit,Medina,OH,5198,50198,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,780,673",21,DR, DO , 11 ,,826,,"33,273",,0,,0,,0,,0,,0,,0,,,"8,661",,"368,232",,0,,0,,0,,0,,0,,,10.49,,11.07,,,,,,,,,,,,No,,,,
Cape Ann Transportation Authority,Gloucester,MA,1053,10053,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019",21,MB, PT , 11 ,,"52,408",,"6,903",,0,,0,,0,,0,,0,,0,,,"370,844",,"36,825",,0,,0,,0,,0,,0,,,7.08,,5.33,,,,,,,,,,,,No,,,,
Cape Ann Transportation Authority,Gloucester,MA,1053,10053,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019",21,DR, PT , 10 ,,0,,"28,327",,0,,0,,0,,0,,0,,0,,,0,,"217,826",,0,,0,,0,,0,,0,,,,,7.69,,,,,,,,,,,,No,,,,
"Lake Erie Transportation Commission, dba: Lake Erie Transit",Monroe,MI,,50522,Independent Public Agency or Authority of Transit Service,Full Reporter,"51,240",20,MB, DO , 8 ,,"56,654",,140,,0,,0,,0,,0,,0,,0,,,"134,097",,"1,959",,0,,0,,0,,0,,0,,,2.37,,13.99,,,,,,,,,,,,No,,,,
"City of Columbia, dba: Go COMO",Columbia,MO,7016,70016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,748",20,DR, DO , 6 ,,0,,"32,859",,0,,"2,824",,0,,0,,0,,0,,,0,,"182,147",,0,,"14,629",,0,,0,,0,,,,,5.54,,,,5.18,,,,,,,,No,,,,
"City of Santa Maria, dba: Santa Maria Area Transit",Santa Maria,CA,9087,90087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"130,447",20,DR, PT , 5 ,,0,,"17,155",,0,,0,,0,,0,,0,,0,,,0,,"105,426",,0,,0,,0,,0,,0,,,,,6.15,,,,,,,,,,,,No,,,,
Pima Association of Governments,Tucson,AZ,9222,90222,"MPO, COG or Other Planning Agency",Full Reporter,"843,168",20,VP, PT , 20 ,,0,,"13,244",,0,,0,,0,,0,,0,,0,,,0,,"150,383",,0,,0,,0,,0,,0,,,,,11.35,,,,,,,,,,,,No,,,,
Pennsylvania Department of Transportation,Harrisburg,PA,3057,30057,State Government Unit or Department of Transportation,Full Reporter,"5,441,567",20,CR, PT , 20 ,,0,,0,,0,,0,,0,,0,,"11,820,920",,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,0.00,,,,No,,,,
"Lakeland Bus Lines, Inc.",Dover,NJ,2163,20163,Private-For-Profit Corporation,Full Reporter,"18,351,295",20,CB, DO , 20 ,,"163,411",,0,,0,,0,,0,,0,,0,,0,,,"821,480",,0,,0,,0,,0,,0,,0,,,5.03,,,,,,,,,,,,,,No,,,,
"City of Santa Maria, dba: Santa Maria Area Transit",Santa Maria,CA,9087,90087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"130,447",20,MB, PT , 15 ,,"125,362",,"13,133",,0,,0,,0,,0,,0,,0,,,"589,182",,"54,265",,0,,0,,0,,0,,0,,,4.70,,4.13,,,,,,,,,,,,No,,,,
"City of Columbia, dba: Go COMO",Columbia,MO,7016,70016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,748",20,MB, DO , 14 ,,0,,0,,0,,"16,985",,"71,586",,0,,0,,"83,929",,,"262,112",,0,,0,,"36,161",,0,,0,,"83,929",,,,,,,,,2.13,,,,,,1.00,,No,,,,
"Lake Erie Transportation Commission, dba: Lake Erie Transit",Monroe,MI,,50522,Independent Public Agency or Authority of Transit Service,Full Reporter,"51,240",20,DR, DO , 12 ,,"38,253",,140,,0,,0,,0,,0,,0,,0,,,"1,098,575",,"1,959",,0,,0,,0,,0,,0,,,28.72,,13.99,,,,,,,,,,,,No,,,,
RiverCities Transit,Longview,WA,0016,00016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"63,952",19,MB, DO , 9 ,,0,,0,,0,,0,,"65,175",,0,,0,,0,,,"315,587",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
"City of Beaumont, dba: Beaumont Municipal Transit System",Beaumont,TX,6016,60016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"147,922",19,DR, PT , 7 ,,"24,947",,0,,0,,"6,947",,0,,0,,0,,0,,,"163,729",,0,,0,,"52,243",,0,,0,,0,,,6.56,,,,,,7.52,,,,,,,,No,,,,
Augusta Richmond County Transit Department,Augusta,GA,4023,40023,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"386,787",19,DR, PT , 7 ,,"20,763",,0,,0,,0,,0,,0,,0,,0,,,"178,886",,0,,0,,0,,0,,0,,0,,,8.62,,,,,,,,,,,,,,No,,,,
"City of Wilsonville, dba: South Metro Area Regional Transit",Wilsonville,OR,0046,00046,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,849,898",19,DR, DO , 6 ,,"1,345",,"4,998",,0,,"2,533",,0,,0,,0,,0,,,"60,212",,"355,346",,0,,"239,474",,0,,0,,0,,,44.77,,71.10,,,,94.54,,,,,,,,No,,,,
"Athens-Clarke County Unified Government, dba: Athens-Clarke County Transit Department",Athens,GA,4047,40047,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"128,754",19,DR, DO , 2 ,,0,,"19,368",,0,,0,,0,,0,,0,,0,,,0,,"226,160",,0,,0,,0,,0,,0,,,,,11.68,,,,,,,,,,,,No,,,,
"University of Kansas, dba: KU Parking & Transit",Lawrence,KS,,70044,University,Full Reporter,"88,053",19,MB, PT , 19 ,,"62,363",,0,,0,,0,,"40,936",,0,,0,,0,,,"509,644",,0,,0,,0,,0,,0,,0,,,8.17,,,,,,,,,,,,,,No,,,,
Delaware County Transit Board,Delaware,OH,5199,50199,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035",19,DR, DO , 19 ,,"3,452",,"65,805",,0,,0,,0,,0,,0,,0,,,"19,896",,"507,008",,0,,0,,0,,0,,0,,,5.76,,7.70,,,,,,,,,,,,No,,,,
"City of Asheville, dba: ART (Asheville Redefines Transit)",Asheville,NC,4005,40005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"280,648",19,MB, PT , 19 ,,"225,924",,0,,0,,0,,0,,0,,0,,"428,649",,,"867,805",,0,,0,,0,,0,,0,,"128,125",,,3.84,,,,,,,,,,,,0.30,,No,,,,
"Heart of Iowa Regional Transit Agency, dba: HIRTA",Urbandale,IA,7R01-011,70066,Independent Public Agency or Authority of Transit Service,Full Reporter,"60,438",19,DR, DO , 19 ,,442,,"55,151",,0,,0,,0,,0,,0,,0,,,"7,681",,"280,017",,0,,0,,0,,0,,0,,,17.38,,5.08,,,,,,,,,,,,No,,,,
"Athens-Clarke County Unified Government, dba: Athens-Clarke County Transit Department",Athens,GA,4047,40047,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"128,754",19,MB, DO , 17 ,,"171,077",,0,,0,,0,,0,,0,,0,,0,,,"756,592",,0,,0,,0,,0,,0,,0,,,4.42,,,,,,,,,,,,,,No,,,,
"City of Wilsonville, dba: South Metro Area Regional Transit",Wilsonville,OR,0046,00046,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,849,898",19,MB, DO , 13 ,,"28,637",,"17,909",,0,,"8,300",,0,,0,,0,,"128,520",,,"246,615",,0,,0,,0,,0,,0,,"46,008",,,8.61,,0.00,,,,0.00,,,,,,0.36,,No,,,,
Augusta Richmond County Transit Department,Augusta,GA,4023,40023,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"386,787",19,MB, PT , 12 ,,"124,382",,0,,0,,0,,0,,0,,0,,0,,,"535,207",,0,,0,,0,,0,,0,,0,,,4.30,,,,,,,,,,,,,,No,,,,
"City of Beaumont, dba: Beaumont Municipal Transit System",Beaumont,TX,6016,60016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"147,922",19,MB, PT , 12 ,,0,,0,,0,,"225,049",,0,,0,,0,,0,,,0,,0,,0,,"688,909",,0,,0,,0,,,,,,,,,3.06,,,,,,,,No,,,,
RiverCities Transit,Longview,WA,0016,00016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"63,952",19,DR, PT , 10 ,,0,,"10,927",,"18,569",,0,,"2,191",,0,,0,,0,,,0,,"56,056",,0,,0,,"73,905",,0,,0,,,,,5.13,,0.00,,,,,,,,,,No,,,,
