NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles ,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name, Population ,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
77063,7T01,Ponca Tribe of Nebraska,PTN,Ponca Express,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,2521 Spruce Ave,,288,Niobrara,NE,68760,6103,7,http://poncatribe-ne.org/PoncaExpress,6750,KN2MESZ2EWN6,,,0,Nebraska Non-UZA,"Ponca (NE) Trust Land, NE--IA", -   ,0,0,24,,24,,,Tier II,,,  
77069,7T03,Santee Sioux Nation,"Santee Reservation, NE",,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,425 Frazier Ave N Ste 2,,,Niobrara,NE,68760,7219,7,http://www.santeedakota.org/,6830,E8GHH34ACJJ3,,,0,Nebraska Non-UZA,"Santee Reservation, NE", -   ,0,0,2,,2,,,Tier II,,,  
77075,7T02,Prairie Band Potawatomi Nation,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,16281 Q Rd,,,Mayetta,KS,66509,8970,7,http://www.pbpindiantribe.com/transit.aspx/,6831,EA1HDZHG2RF5, -   ,0,0,Kansas Non-UZA,"Prairie Band of Potawatomi Nation Reservation, KS", -   ,0,0,7,,7,,,Tier II,,,  
77077,,Omaha Tribe Public Transit,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,101 Main St,,368,Macy,NE,68039,3000,7,,6955,MQS9HLF9TWQ4,,,0,Nebraska Non-UZA,"Omaha Reservation, NE--IA", -   ,0,0,6,,6,,,Tier II,,,  
7R01,7R01,Iowa Department of Transportation,IaDOT,,State Reporter,Rural,,,,,9/30/2021,1/31/2022,800 Lincoln Way,800 Lincoln Way,,Ames,IA,50010,6915,7,http://www.iowadot.gov/,1812,VAL7N8VS7L99,,,,,,,,,,,,,,Tier II,99,99, $-   
7R01-50274,5R06-066,Jefferson Bus Lines,,,Rural Reporter,Rural,Private-For-Profit Corporation,7R01,Iowa Department of Transportation,Intercity Bus,9/30/2021,1/31/2022,2100 E 26Th St,,,Minneapolis,MN,55404,4101,5,http://www.jeffersonlines.com,1144,DL8AHLUKAMF3,,,,,,,,,,,,,,Tier II,,,  
7R01-70064,7R01-007,Iowa Northland Regional Council of Governments,RTC,,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,229 E. Park Avenue,,,Waterloo,IA,50703,,7,http://www.inrcog.org,1812,,,,,,,,,,13,,13,,,Tier II,,,  
7R01-70092,7R01-020,Marshalltown Municipal Transit,MMT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,City Of Marshalltown,905 E. Main Street,,Marshalltown,IA,50158,,7,http://www.ci.marshalltown.ia.us,1812,,,,,,,,,,6,,6,,,Tier II,,,  
7R01-70101,7R01-022,City of Muscatine,MuscaBus,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,215 Sycamore St,,,Muscatine,IA,52761,3839,7,http://www.muscatineiowa.gov,1812,R3J6GP2HDMG4,,,,,,,,,9,,9,,,Tier II,,,  
7R01-70108,7R01-019,"Doger Area Rapids Transit, City of Fort Dodge",DART,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,819 1St Ave S,,,Fort Dodge,IA,50501,4739,7,http://www.midascog.org,1812,W15UAS999K67,,,,,,,,,11,,11,,,Tier II,,,  
7R01-70111,7R01-017,Burlington Urban Service,BUS,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,3510 Division St,,,Burlington,IA,52601,1658,7,www.burlingtoniowa.org,1812,LGSKKN21AXE6,,,,,,,,,13,,13,,,Tier II,,,  
7R01-70116,7R03-037,Burlington Stage Lines,Burlington Trailways,,Rural Reporter,Rural,Private-For-Profit Corporation,7R01,Iowa Department of Transportation,Intercity Bus,9/30/2021,1/31/2022,906 Broadway St,,,West Burlington,IA,52655,1627,7,http://burlingtontrailways.com/,1815,J48LKZLWY1M6," 3,253 ","467,570",,,,,,,,,,,,Tier II,,,  
7R01-70129,7R01-004,Siouxland Regional Transit System,SRTS,,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,1122 Pierce St,,1077,Sioux City,IA,51105,1452,7,http://www.simpco.org,1812,KM86MSTMQ7Q6,,,,,,,,,26,,26,,,Tier II,,,  
7R01-70136,7R01-008,"Delaware, Dubuque & Jackson County Regional Transi",RTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,7600 Commerce Park,Suite 200,,Dubuque,IA,52002,2273,7,http://www.rta8.org,1812,C5G1NEBZALK9,,,,,,,,,15,,15,7,2,Tier II,,,  
7R01-70173,7R01-018,Clinton Municipal Transit Administration,Clinton MTA,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,611 S 3Rd St,,,Clinton,IA,52732,4313,7,http://www.ci.clinton.ia.us,1812,EK1QTBKL34T9,,,,,,,,,12,,12,,,Tier II,,,  
7R01-70185,7R01-002,North Iowa Area Council of Governments,NIARTS,,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,"525 6Th Street, S.W.",,,Mason City,IA,50401,5058,7,http://www.niacog.org,1812,,,,,,,,,,75,,75,,,Tier II,,,  
7R01-70195,7R01-001,Northeast Iowa Community Action Corporation,NEICAT,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,305 Montgomery St Ste 7,,487,Decorah,IA,52101,2721,7,http://www.neicac.org,1812,JN9ZJML554M9,,,,,,,,,23,,23,,,Tier II,,,  
7R01-70217,7R01-016,Southeast Iowa Regional Planning Commission,SEIRPC dba SEIBUS,SEIBUS,Rural Reporter,Rural,Private-Non-Profit Corporation,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,218 N 3Rd St Ste 309,,,Burlington,IA,52601,5320,7,http://www.seirpc.com,1812,TT63LND6RCQ1,,,,,,,,,26,,26,,,Tier II,,,  
7R01-70219,7R01-006,Region Six Planning Commission/PeopleRides,PeopleRides,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,903 E Main St,Suite A,,Marshalltown,IA,50158,2135,7,http://www.region6planning.org,1812,PLXJLKCU5KG1,,,,,,,,,14,,14,,,Tier II,,,  
7R01-70221,7R01-014,Southern Iowa Trolley,SIT,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,215 E Montgomery St,,,Creston,IA,50801,2551,7,http://www.southerniowatrolley.org,1812,ENFBE1LK9AP9,,,,,,,,,29,,29,,,Tier II,,,  
7R01-70224,7R01-012,Region XII Council of Governments/WITS,WITS,,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,1009 E Anthony St,,768,Carroll,IA,51401,3842,7,http://www.region12cog.org,1812,PH9PA2SMMV34,,,,,,,,,53,,53,,,Tier II,,,  
7R01-70240,7R01-003,Regional Transit Authority/RIDES,RIDES,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,522 10Th Ave E,,1240,Spencer,IA,51301,5001,7,http://www.nwiarides.org,1812,FKVEJ2FSNDD8,,,,,,,,,45,,45,,,Tier II,,,  
7R01-70242,7R01-015,10-15 Regional Transit Agency,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,2417 South Emma Street,,,Ottumwa,IA,52501,,7,http://www.ottumwatransit.com,1812,GUAMY3HNK2L5,,,,,,,,,66,,66,,,Tier II,,,  
7R01-70256,7R01-005,MIDAS Council of Governments,MIDAS,,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,602 1St Ave S,,,Fort Dodge,IA,50501,4604,7,http://www.midascog.org,1812,PFJDVZAFPQM3,,,,,,,,,18,,18,,,Tier II,,,  
7R01-70258,7R01-013,Southwest Iowa Planning Council /SW Iowa Transit,SWITA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,1501 Sw 7Th St,,348,Atlantic,IA,50022,2206,7,http://www.swipco.org,1812,HSU6WEGRFHV8,,,,,,,,,74,,74,12,4,Tier II,,,  
7R01-70260,7R01-021,City of Mason City,MTC,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2021,1/31/2022,10 First St Nw,"10 1st Street, NW",,Mason City,IA,50401,3224,7,http://www.masoncity.net,1812,LJL1PNB9FJL5,,,,,,,,,12,,12,,,Tier II,,,  
7R02,7R02,Kansas Department of Transportation,KDOT,,State Reporter,Rural,,,,,6/30/2021,10/31/2021,700 Sw Harrison St Fl 7,"700 SW Harrison, 2nd Floor",,Topeka,KS,66603,3929,7,http://www.ksdot.org/,1813,S7VNQD6633Q6,,,,,,,,,,,,,,Tier II,105,84," $622,777 "
7R02-60208,7R03-038,"Greyhound Lines, Inc.",,,Rural Reporter,Rural,Private-For-Profit Corporation,7R02,Kansas Department of Transportation,Intercity Bus,6/30/2021,10/31/2021,350 N Saint Paul St Ste 300,,,Dallas,TX,75201,4231,6,http://www.greyhound.com,1635,DD9NSNXDTAR1,,,,,,,,,,,,,,Tier II,,,  
7R02-70054,7054,Sedgwick County Transportation - Dept. on Aging,SCT,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,525 N Main St Ste 823,Suite 500,,Wichita,KS,67203,3703,7,http://www.sedgwickcounty.org/aging,7054,U78SNHE76SE3,,,,,,,,,4,8,12,,,Tier II,,,  
7R02-70060,7R02-001,"Developmental Services of Northwest Kansas, Inc.",,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,1205 E 22Nd St,,1016,Hays,KS,67601,1016,7,http://www.dsnwk.org,1813,PD5NU3HTM6F7,,,,,,,,,11,,11,,,Tier II,,,  
7R02-70062,7R02-050,Thomas County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,300 N Court Ave,,,Colby,KS,67701,2421,7,http://www.thomascountyks.com,1813,TKMBLHVN7GX3,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70068,7R02-044,Concordia Senior Citizen Center,,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,109 West 7Th Street,,,Concordia,KS,66901,,7,http://www.concordiaseniorliving.com,1813,LM6UQPRJNCM7,,,,,,,,,3,,3,,,Tier II,,,  
7R02-70070,7R02-095,"Finney County Committee on Aging, Inc.",Finney County Transit,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,907 N 10Th St,,,Garden City,KS,67846,5209,7,https://finneycountytransit.org/,1813,H2YVHTVFG593,,,,,,,,,13,,13,,,Tier II,,,  
7R02-70072,7R02-024,Morris County Transportation (formerly Morris Co Senior Citizens,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,501 W Main St Ste 8,,,Council Grove,KS,66846,1701,7,http://www.morriscountyks.org,1813,E8Z7Q7FKKB86,,,,,,,,,4,,4,,,Tier II,,,  
7R02-70078,7R02-068,Southeast Kansas Community Action Program,SEK-CAP,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,401 N Sinnet St,,128,Girard,KS,66743,1913,7,http://www.sek-cap.com,1813,GDR8KDB2CEW8,,,,,,,,,10,,10,,,Tier II,,,  
7R02-70084,7R02-048,Norton County Senior Citizens,,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,208 W Main St,,,Norton,KS,67654,1950,7,none,1813,DE3JSK8MLG81,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70086,7R02-092,Rush County Public Transportation,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,804 W 1St St,,160,La Crosse,KS,67548,0,7,http://www.rushcountykansas.org,1813,CG5DL1ZTSZ55,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70087,7R02-040,Lincoln County Public Transportation,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,216 E Lincoln Ave Ste D,,,Lincoln,KS,67455,2058,7,http://www.lincolncoks.com,1813,NX93L3NKF787,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70088,7R02-054,Rooks County Transportation Service,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,1210 North Washington,,389,Plainville,KS,67663,1632,7,http://www.rookscountyhealthcenter.com,1813,LDBAX5DKDLE4,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70089,7R02-002,City of Bonner Springs,Tiblow Transit,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,205 E 2Nd St,,38,Bonner Springs,KS,66012,1001,7,www.bonnersprings.org,1813,C477CXJM9BS5,,,,,,,,,1,,1,,,Tier II,,,  
7R02-70094,7R02-045,City of Wakeeney Transportation Bus,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,408 Russell Ave,,157,Wa Keeney,KS,67672,2135,7,https://www.tregocountyks.com/2299/Transportation,1813,SPM5LH2T2SL3,,,,,,,,,1,,1,,,Tier II,,,  
7R02-70096,7R02-062,Linn County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,315 Main St,,350,Mound City,KS,66056,2500,7,http://www.linncountyks.com/,1813,N3GKN4ZVBKJ5,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70102,7R02-119,Decatur County Transportation Bus,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,120 E Hall St Ste 9,,28,Oberlin,KS,67749,2325,7,Nowebsite,1813,DL8JQ2V2S485,,,,,,,,,2,,2,3,0,Tier II,,,  
7R02-70103,7R02-008,Jefferson County Service Organization,,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,610 Delaware St,,212,Oskaloosa,KS,66066,0,7,https://www.jfcountyks.com,1813,LLVCN2KT88J3,,,,,,,,,8,,8,,,Tier II,,,  
7R02-70105,7R02-121,City of Smith Center,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,119 W Court St Ste A,,157,Smith Center,KS,66967,2621,7,http://smithcenterks.com/GOVERNMENT/CityofSmithCenter.aspx,1813,ZBDRL4UXNXY5,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70109,7R02-023,Osage County Council on Aging,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,717 Topeka Ave,,350,Lyndon,KS,66451,9792,7,osageco.org,1813,D8KLRHZWMCT3,,,,,,,,,7,,7,,,Tier II,,,  
7R02-70115,7R02-088,Hoisington Commission on Aging/City of Hoisington,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,109 E 1St St,,28,Hoisington,KS,67544,2505,7,www.Hoisingtonks.org,1813,KB4KG454JDM4,,,,,,,,,1,,1,,,Tier II,,,  
7R02-70120,7R02-035,Herington Hilltop Community Center,,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,17 N Broadway,,,Herington,KS,67449,2401,7,www.cityofherington.com,1813,TMYSLLAXDMQ3,,,,,,,,,1,,1,,,Tier II,,,  
7R02-70122,7R02-019,Pottawatomie County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,207 N 1St St,,187,Westmoreland,KS,66549,0,7,www.pottcounty.org,1813,ULD1KN6KAMN7,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70123,7R02-087,City of Great Bend/Commission on Aging,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,1209 Williams St,,,Great Bend,KS,67530,4446,7,http://www.greatbendks.net/index.aspx?nid=158,1813,JWW9DGAHVW85,,,,,,,,,4,,4,,,Tier II,,,  
7R02-70132,7R02-011,Doniphan County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,120 E Chesnut St,,,Troy,KS,66087,0,7,http://www.dpcountyks.com,1813,KQSJEYAW2AT6,,,,,,,,,6,,6,,,Tier II,,,  
7R02-70135,7R02-064,Tri-Valley Developmental Services,TVDS,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,3740 S Santa Fe Ave,,,Chanute,KS,66720,3247,7,www.tvds.org,1813,NAJWHNFNRLE8,,,,,,,,,5,,5,,,Tier II,,,  
7R02-70137,7R02-094,Sunflower Diversified Services,,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,8823 4Th St,,838,Great Bend,KS,67530,1000,7,http://www.sunflowerdiv.com,1813,E3N9XMNU3G65,,,,,,,,,8,,8,,,Tier II,,,  
7R02-70139,7R02-097,City of Dodge City,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,806 N 2Nd Ave,,187,Dodge City,KS,67801,4411,7,https://www.dodgecity.org/727/Public-Transportation,1813,LBVGGB6J66S5,,,,,,,,,10,,10,,,Tier II,,,  
7R02-70141,7R02-091,Pratt County RSVP,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,303 S Oak,,,Pratt,KS,67124,2724,7,http://www.prattcounty.org/index.aspx?NID=264,1813,JT8HBJL872Q1,,,,,,,,,6,,6,,,Tier II,,,  
7R02-70144,7R02-025,Chase County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,300 Pearl St,,605,Cottonwood Falls,KS,66845,2849,7,www.chasecountyks.com,1813,PCXNWWDWKMM6,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70145,7R02-033,"OCCK, Inc.",,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,1710 W Schilling Rd N,,1160,Salina,KS,67401,8131,7,http://www.occk.com,1813,Q8FYVGF23FM5,,,,,,,,,51,,51,,,Tier II,,,  
7R02-70146,7R02-031,Ottawa County Transportation,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,817 A Argyle St,,,Minneapolis,KS,67467,1621,7,http://octapublictransit.org/,1813,GRMJW6ZMJ4K9,,,,,,,,,4,,4,,,Tier II,,,  
7R02-70158,7R02-073,Elk County,,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,134 E Washington St # B,,,Howard,KS,67349,9405,7,https://www.sckaaa.org/elk-county/,1813,YAYRKGC7BJL7,,,,,,,,,2,,2,,,Tier II,,,  
7R02-70163,7R02-061,"Paola Senior Citizen Center, Inc.",PSC,,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2021,10/31/2021,121 W Wea St,,605,Paola,KS,66071,1445,7,http://www.miami-county.com/Paola-Senior-Center.html,1813,CH3SHJWLLX88,,,,,,,,,2,,2,,,Tier II,,,  
